,Location,Price,Bathrooms,Car Parks,Property Type,Size,Furnishing,Real Rooms
35661,"Mont Kiara, Kuala Lumpur",174300.0,2.0,1.0,Condo,"Built-up : 1,268 sq. ft.",Fully Furnished,3
35662,"Mont Kiara, Kuala Lumpur",262500.0,2.0,1.0,Condo,"Built-up : 1,389 sq. ft.",Fully Furnished,3
35663,"Sri Hartamas, Kuala Lumpur",163800.0,2.0,2.0,Residence,"Built-up : 1,399 sq. ft.",Fully Furnished,3
35664,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",346.5,3.0,1.0,Condo,"Built-up : 1,000 sq. ft.",Partly Furnished,3
35665,"Kepong, Kuala Lumpur",109200.0,2.0,2.0,Terrace/Link,Land area : 22X75 sq. ft.,Partly Furnished,3
35666,"Kepong, Kuala Lumpur",90300.0,2.0,1.0,Duplex,"Built-up : 1,012 sq. ft.",Fully Furnished,3
35667,"Segambut, Kuala Lumpur",43680.0,2.0,1.0,Duplex,Built-up : 850 sq. ft.,Partly Furnished,3
35668,"Bangsar, Kuala Lumpur",1255800.0,6.0,4.0,Bungalow,Land area : 7760 sq. ft.,Partly Furnished,6
35669,"Segambut, Kuala Lumpur",168525.0,2.0,1.0,Condo,"Built-up : 1,184 sq. ft.",Partly Furnished,3
35672,"Bangsar, Kuala Lumpur",1155000.0,5.0,5.0,Bungalow,Land area : 11676 sq. ft.,Partly Furnished,8
35673,"Bukit Jalil, Kuala Lumpur",155400.0,3.0,3.0,Condo,"Built-up : 1,473 sq. ft.",Partly Furnished,4
35676,"KLCC, Kuala Lumpur",924000.0,7.0,4.0,Condo,"Built-up : 5,427 sq. ft.",Unfurnished,5
35677,"KLCC, Kuala Lumpur",728700.0,6.0,3.0,Condo,"Built-up : 3,964 sq. ft.",Partly Furnished,4
35681,"Ampang Hilir, Kuala Lumpur",236703.59999999998,3.0,1.0,Condo,"Built-up : 1,818 sq. ft.",Fully Furnished,6
35683,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",111300.0,2.0,1.0,Residence,Built-up : 933 sq. ft.,Partly Furnished,4
35684,"Bangsar, Kuala Lumpur",291900.0,2.0,2.0,Others,"Built-up : 2,218 sq. ft.",Partly Furnished,4
35688,"Taman Tun Dr Ismail, Kuala Lumpur",235200.0,2.0,2.0,Terrace/Link,Land area : 22x80 sq. ft.,Partly Furnished,3
35689,"Desa ParkCity, Kuala Lumpur",304500.0,2.0,2.0,Condo,"Built-up : 1,367 sq. ft.",Partly Furnished,3
35691,"Mont Kiara, Kuala Lumpur",1365000.0,5.0,7.0,Condo,"Built-up : 8,011 sq. ft.",Partly Furnished,6
35704,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",73500.0,2.0,1.0,Duplex,Land area : 1088 sq. ft.,Unfurnished,3
35705,"KLCC, Kuala Lumpur",2310000.0,7.0,4.0,Residence,"Built-up : 8,826 sq. ft.",Unfurnished,7
35706,"Bangsar, Kuala Lumpur",1176000.0,6.0,4.0,Bungalow,Land area : 6704 sq. ft.,Partly Furnished,6
35708,"Bukit Jalil, Kuala Lumpur",77700.0,2.0,1.0,Duplex,Built-up : 871 sq. ft.,Partly Furnished,3
35709,"Cheras, Kuala Lumpur",121800.0,2.0,2.0,Condo,"Built-up : 1,000 sq. ft.",Partly Furnished,3
35711,"Kuchai Lama, Kuala Lumpur",98700.0,2.0,2.0,Condo,Built-up : 936 sq. ft.,Fully Furnished,2
35712,"Kuchai Lama, Kuala Lumpur",189000.0,6.0,2.0,Condo,"Built-up : 2,387 sq. ft.",Unfurnished,6
35713,"Bukit Jalil, Kuala Lumpur",157500.0,2.0,2.0,Condo,"Built-up : 1,300 sq. ft.",Unfurnished,3
35714,"Damansara Heights, Kuala Lumpur",199500.0,1.0,1.0,Residence,Built-up : 828 sq. ft.,Fully Furnished,2
35716,"Kuchai Lama, Kuala Lumpur",132300.0,2.0,2.0,Condo,"Built-up : 1,328 sq. ft.",Partly Furnished,3
35717,"Cheras, Kuala Lumpur",163800.0,3.0,2.0,Terrace/Link,Land area : 24x85 sq. ft.,Partly Furnished,4
35718,"Cheras, Kuala Lumpur",163800.0,3.0,2.0,Terrace/Link,Land area : 24x85 sq. ft.,Partly Furnished,4
35719,"Ampang Hilir, Kuala Lumpur",220500.0,2.0,1.0,Residence,Land area : 1050 sq. ft.,Fully Furnished,2
35720,"Cheras, Kuala Lumpur",154980.0,3.0,2.0,Terrace/Link,Land area : 22x65 sq. ft.,Partly Furnished,4
35721,"Mont Kiara, Kuala Lumpur",111090.0,1.0,1.0,Residence,Built-up : 718 sq. ft.,Fully Furnished,1
35722,"KLCC, Kuala Lumpur",581700.0,4.0,2.0,Residence,"Built-up : 3,383 sq. ft.",Fully Furnished,5
35723,"Sri Hartamas, Kuala Lumpur",756000.0,6.0,2.0,Terrace/Link,Land area : 2000 sq. ft.,Partly Furnished,4
35724,"Bandar Menjalara, Kuala Lumpur",173331.47999999998,3.0,3.0,Residence,"Built-up : 1,510 sq. ft.",Partly Furnished,4
35726,"Cheras, Kuala Lumpur",146580.0,2.0,1.0,Condo,"Built-up : 1,280 sq. ft.",Fully Furnished,3
35727,"Sungai Besi, Kuala Lumpur",111300.0,2.0,3.0,Condo,"Built-up : 1,078 sq. ft.",Fully Furnished,3
35729,"KL City, Kuala Lumpur",252000.0,1.0,1.0,Residence,Built-up : 717 sq. ft.,Partly Furnished,2
35730,"KL City, Kuala Lumpur",207480.0,1.0,1.0,Residence,Built-up : 625 sq. ft.,Partly Furnished,2
35731,"Mont Kiara, Kuala Lumpur",153090.0,3.0,2.0,Residence,"Built-up : 1,582 sq. ft.",Unfurnished,4
35732,"Desa ParkCity, Kuala Lumpur",398999.79,3.0,2.0,Condo,"Built-up : 2,066 sq. ft.",Fully Furnished,4
35734,"Seputeh, Kuala Lumpur",1239000.0,8.0,5.0,Bungalow,Land area : 7314 sq. ft.,Partly Furnished,8
35738,"KLCC, Kuala Lumpur",908712.0,5.0,2.0,Condo,"Built-up : 3,285 sq. ft.",Partly Furnished,5
35740,"Bangsar, Kuala Lumpur",493500.0,3.0,1.0,Condo,"Built-up : 1,950 sq. ft.",Fully Furnished,4
35744,"Mont Kiara, Kuala Lumpur",735000.0,5.0,3.0,Condo,Land area : 3623 sq. ft.,Fully Furnished,5
35746,"Wangsa Maju, Kuala Lumpur",189000.0,3.0,2.0,Condo,Land area : 3000 sq. ft.,Partly Furnished,4
35747,"Sungai Besi, Kuala Lumpur",170100.0,3.0,2.0,Residence,"Built-up : 1,430 sq. ft.",Partly Furnished,3
35748,"Sri Hartamas, Kuala Lumpur",693000.0,5.0,3.0,Condo,"Built-up : 3,660 sq. ft.",Fully Furnished,5
35750,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",88200.0,2.0,1.0,Condo,Built-up : 985 sq. ft.,Partly Furnished,2
35753,"Kuchai Lama, Kuala Lumpur",67200.0,2.0,1.0,Condo,"Built-up : 1,067 sq. ft.",Partly Furnished,3
35754,"Mont Kiara, Kuala Lumpur",145950.0,3.0,2.0,Condo,"Built-up : 1,518 sq. ft.",Fully Furnished,4
35755,"Bangsar, Kuala Lumpur",546000.0,5.0,3.0,Condo,"Built-up : 3,509 sq. ft.",Partly Furnished,5
35757,"Mont Kiara, Kuala Lumpur",159600.0,3.0,2.0,Condo,"Built-up : 1,598 sq. ft.",Fully Furnished,4
35760,"Mont Kiara, Kuala Lumpur",619500.0,6.0,3.0,Condo,"Built-up : 3,940 sq. ft.",Partly Furnished,5
35761,"Mont Kiara, Kuala Lumpur",252000.0,3.0,2.0,Condo,"Built-up : 1,606 sq. ft.",Fully Furnished,4
35800,"Jalan Kuching, Kuala Lumpur",102900.0,2.0,1.0,Condo,"Built-up : 1,050 sq. ft.",Partly Furnished,3
35805,"Bangsar South, Kuala Lumpur",161700.0,2.0,1.0,Residence,Built-up : 815 sq. ft.,Partly Furnished,2
35806,"KL Eco City, Kuala Lumpur",315000.0,2.0,1.0,Condo,"Built-up : 1,086 sq. ft.",Partly Furnished,2
35808,"Bangsar, Kuala Lumpur",96600.0,1.0,1.0,Condo,Built-up : 800 sq. ft.,Partly Furnished,2
35812,"Keramat, Kuala Lumpur",247800.0,3.0,1.0,Condo,"Built-up : 1,690 sq. ft.",Fully Furnished,4
35814,"Puchong, Kuala Lumpur",184800.0,3.0,2.0,Terrace/Link,Land area : 22 x 75 sq. ft.,Fully Furnished,5
35820,"Bangsar, Kuala Lumpur",189000.0,3.0,1.0,Condo,"Built-up : 1,600 sq. ft.",Fully Furnished,4
35821,"Seputeh, Kuala Lumpur",132300.0,2.0,1.0,Condo,"Built-up : 1,200 sq. ft.",Fully Furnished,3
35822,"Desa ParkCity, Kuala Lumpur",438900.0,4.0,2.0,Terrace/Link,"Built-up : 2,500 sq. ft.",Partly Furnished,4
35824,"KL Sentral, Kuala Lumpur",1021944.0,4.0,1.0,Residence,"Built-up : 1,738 sq. ft.",Fully Furnished,3
35825,"Bukit Tunku (Kenny Hills), Kuala Lumpur",3339000.0,5.0,3.0,Bungalow,Land area : 12240 sq. ft.,Unfurnished,7
35826,"KL City, Kuala Lumpur",205800.0,2.0,1.0,Residence,Built-up : 651 sq. ft.,Fully Furnished,2
35827,"KL City, Kuala Lumpur",172200.0,2.0,1.0,Residence,Built-up : 648 sq. ft.,Unfurnished,2
35828,"KL City, Kuala Lumpur",226800.0,2.0,1.0,Residence,Built-up : 868 sq. ft.,Unfurnished,2
35829,"Setapak, Kuala Lumpur",104790.0,2.0,2.0,Condo,"Built-up : 1,333 sq. ft.",Partly Furnished,4
35830,"Setapak, Kuala Lumpur",105000.0,2.0,2.0,Condo,Built-up : 903 sq. ft.,Partly Furnished,3
35831,"Setapak, Kuala Lumpur",79800.0,2.0,1.0,Residence,Built-up : 925 sq. ft.,Partly Furnished,3
35832,"Setiawangsa, Kuala Lumpur",81480.0,2.0,2.0,Condo,Built-up : 900 sq. ft.,Partly Furnished,4
35833,"Wangsa Maju, Kuala Lumpur",81480.0,2.0,2.0,Residence,Built-up : 940 sq. ft.,Partly Furnished,4
35835,"Mont Kiara, Kuala Lumpur",159600.0,2.0,1.0,Condo,"Built-up : 1,280 sq. ft.",Fully Furnished,3
35836,"Taman Tun Dr Ismail, Kuala Lumpur",399000.0,3.0,2.0,Terrace/Link,Land area : 22x95 sq. ft.,Unfurnished,4
35837,"Sri Petaling, Kuala Lumpur",270648.0,3.0,2.0,Terrace/Link,Land area : 25x100 sq. ft.,Partly Furnished,5
35838,"Sunway SPK, Kuala Lumpur",814800.0,5.0,4.0,Others,Land area : 45x90 sq. ft.,Partly Furnished,6
35839,"Bukit Bintang, Kuala Lumpur",819000.0,4.0,2.0,Residence,"Built-up : 2,645 sq. ft.",Partly Furnished,5
35841,"Mont Kiara, Kuala Lumpur",354900.0,4.0,2.0,Condo,"Built-up : 2,073 sq. ft.",Partly Furnished,4
35842,"Mont Kiara, Kuala Lumpur",241500.0,2.0,1.0,Residence,Built-up : 917 sq. ft.,Partly Furnished,2
35843,"Cheras, Kuala Lumpur",81900.0,2.0,2.0,Condo,Land area : 20X60 sq. ft.,Unfurnished,3
35846,"Damansara Heights, Kuala Lumpur",294000.0,1.0,1.0,Residence,Built-up : 904 sq. ft.,Partly Furnished,1
35847,"KLCC, Kuala Lumpur",420000.0,2.0,1.0,Residence,"Built-up : 1,271 sq. ft.",Partly Furnished,2
35848,"Jalan Ipoh, Kuala Lumpur",113400.0,1.0,2.0,Condo,Built-up : 698 sq. ft.,Fully Furnished,2
35849,"Desa Petaling, Kuala Lumpur",100800.0,2.0,1.0,Condo,"Built-up : 1,001 sq. ft.",Partly Furnished,3
35850,"Taman Desa, Kuala Lumpur",167790.0,2.0,1.0,Residence,Built-up : 945 sq. ft.,Fully Furnished,3
35851,"KLCC, Kuala Lumpur",629790.0,4.0,2.0,Residence,"Built-up : 2,066 sq. ft.",Partly Furnished,4
35852,"Bukit Jalil, Kuala Lumpur",63000.0,1.0,1.0,Condo,Built-up : 775 sq. ft.,Partly Furnished,2
35853,"Cheras, Kuala Lumpur",123900.0,2.0,1.0,Condo,"Built-up : 1,476 sq. ft.",Partly Furnished,4
35856,"Ampang, Kuala Lumpur",83966.4,2.0,1.0,Residence,Built-up : 430 sq. ft.,Unfurnished,2
35857,"Sri Petaling, Kuala Lumpur",87780.0,2.0,1.0,Condo,Built-up : 945 sq. ft.,Partly Furnished,3
35858,"Setapak, Kuala Lumpur",126000.0,3.0,1.0,Condo,"Built-up : 1,406 sq. ft.",Partly Furnished,4
35864,"Ampang, Kuala Lumpur",1575000.0,7.0,3.0,Bungalow,Land area : 7134 sq. ft.,Partly Furnished,6
35865,"Cheras, Kuala Lumpur",105546.0,2.0,2.0,Condo,Built-up : 893 sq. ft.,Unfurnished,3
35877,"Bukit Jalil, Kuala Lumpur",352800.0,5.0,2.0,Terrace/Link,Land area : 2160 sq. ft.,Unfurnished,5
35878,"Bukit Jalil, Kuala Lumpur",75600.0,2.0,2.0,Duplex,Built-up : 883 sq. ft.,Partly Furnished,3
35880,"Bangsar, Kuala Lumpur",945.0,2.0,2.0,Condo,"Built-up : 1,500 sq. ft.",Fully Furnished,3
35881,"Cheras, Kuala Lumpur",96600.0,2.0,2.0,Condo,"Built-up : 1,142 sq. ft.",Unfurnished,4
35882,"Wangsa Maju, Kuala Lumpur",93240.0,3.0,2.0,Condo,"Built-up : 1,267 sq. ft.",Partly Furnished,4
35883,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",294000.0,4.0,4.0,Condo,"Built-up : 2,638 sq. ft.",Unfurnished,4
35885,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",283500.0,4.0,3.0,Condo,"Built-up : 2,128 sq. ft.",Fully Furnished,5
35886,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",199500.0,3.0,2.0,Condo,"Built-up : 1,523 sq. ft.",Partly Furnished,3
35891,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",191100.0,3.0,2.0,Condo,"Built-up : 1,523 sq. ft.",Partly Furnished,3
35892,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",268800.0,4.0,3.0,Condo,"Built-up : 2,128 sq. ft.",Partly Furnished,5
35893,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",264600.0,4.0,3.0,Condo,"Built-up : 2,128 sq. ft.",Partly Furnished,5
35900,"Jalan Sultan Ismail, Kuala Lumpur",144900.0,2.0,1.0,Residence,Built-up : 924 sq. ft.,Fully Furnished,2
35901,"Jalan Sultan Ismail, Kuala Lumpur",147000.0,2.0,1.0,Residence,Built-up : 924 sq. ft.,Fully Furnished,2
35902,"Taman Melawati, Kuala Lumpur",117600.0,3.0,1.0,Terrace/Link,Land area : 840 sq. ft.,Unknown,3
35903,"Dutamas, Kuala Lumpur",327600.0,5.0,3.0,Condo,"Built-up : 3,020 sq. ft.",Unfurnished,6
35905,"Dutamas, Kuala Lumpur",98280.0,2.0,1.0,Condo,Land area : 950 sq. ft.,Partly Furnished,3
35906,"Kepong, Kuala Lumpur",226800.0,3.0,2.0,Terrace/Link,Land area : 22x75 sq. ft.,Unfurnished,4
35907,"Kepong, Kuala Lumpur",209790.0,3.0,4.0,Terrace/Link,Land area : 22x95 sq. ft.,Unfurnished,4
35908,"Kepong, Kuala Lumpur",140280.0,1.0,4.0,Terrace/Link,Land area : 22x75 sq. ft.,Unfurnished,3
35909,"Pantai, Kuala Lumpur",159600.0,2.0,2.0,Condo,"Built-up : 1,350 sq. ft.",Partly Furnished,3
35911,"Bangsar South, Kuala Lumpur",115500.0,1.0,1.0,Residence,Built-up : 648 sq. ft.,Unfurnished,2
35912,"Taman Desa, Kuala Lumpur",84000.0,1.0,1.0,Condo,Built-up : 689 sq. ft.,Partly Furnished,1
35913,"Jalan Kuching, Kuala Lumpur",117180.0,1.0,1.0,Residence,Built-up : 563 sq. ft.,Fully Furnished,1
35914,"Setapak, Kuala Lumpur",136500.0,2.0,2.0,Condo,"Built-up : 1,098 sq. ft.",Partly Furnished,2
35915,"Bukit Tunku (Kenny Hills), Kuala Lumpur",753900.0,5.0,3.0,Condo,"Built-up : 3,627 sq. ft.",Partly Furnished,5
35916,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",115500.0,2.0,1.0,Condo,"Built-up : 1,215 sq. ft.",Partly Furnished,3
35920,"Segambut, Kuala Lumpur",104580.0,2.0,1.0,Duplex,"Built-up : 1,200 sq. ft.",Partly Furnished,3
35921,"Bandar Menjalara, Kuala Lumpur",130830.0,2.0,1.0,Condo,"Built-up : 1,316 sq. ft.",Partly Furnished,3
35922,"Bandar Menjalara, Kuala Lumpur",91350.0,2.0,2.0,Condo,"Built-up : 1,076 sq. ft.",Partly Furnished,4
35923,"Jalan Kuching, Kuala Lumpur",64680.0,2.0,1.0,Condo,"Built-up : 1,024 sq. ft.",Partly Furnished,3
35924,"Kepong, Kuala Lumpur",114450.0,2.0,4.0,Terrace/Link,Land area : 22x65 sq. ft.,Fully Furnished,3
35926,"Wangsa Maju, Kuala Lumpur",180600.0,2.0,2.0,Condo,"Built-up : 1,382 sq. ft.",Partly Furnished,3
35927,"Cheras, Kuala Lumpur",1050000.0,9.0,5.0,Bungalow,Land area : 70x100 sq. ft.,Fully Furnished,8
35928,"Bangsar, Kuala Lumpur",273000.0,2.0,1.0,Condo,"Built-up : 1,033 sq. ft.",Fully Furnished,2
35929,"Salak Selatan, Kuala Lumpur",142800.0,2.0,2.0,Residence,"Built-up : 1,122 sq. ft.",Partly Furnished,3
35930,"Salak Selatan, Kuala Lumpur",94500.0,1.0,1.0,Residence,Built-up : 782 sq. ft.,Partly Furnished,2
35931,"Salak Selatan, Kuala Lumpur",117600.0,2.0,2.0,Residence,"Built-up : 1,123 sq. ft.",Partly Furnished,3
35933,"Kepong, Kuala Lumpur",209580.0,4.0,4.0,Terrace/Link,Land area : 22x80 sq. ft.,Partly Furnished,4
35934,"Kepong, Kuala Lumpur",77280.0,3.0,2.0,Terrace/Link,Land area : 880 sq. ft.,Partly Furnished,3
35935,"Wangsa Maju, Kuala Lumpur",182700.0,4.0,2.0,Terrace/Link,Land area : 24X60 sq. ft.,Unfurnished,5
35936,"Taman Desa, Kuala Lumpur",157500.0,3.0,2.0,Condo,"Built-up : 1,540 sq. ft.",Partly Furnished,5
35938,"Setapak, Kuala Lumpur",168000.0,3.0,2.0,Terrace/Link,Land area : 20 X 70 sq. ft.,Partly Furnished,4
35942,"Bangsar, Kuala Lumpur",325500.0,3.0,1.0,Condo,"Built-up : 1,610 sq. ft.",Partly Furnished,4
35943,"Kepong, Kuala Lumpur",84000.0,2.0,2.0,Condo,Built-up : 932 sq. ft.,Unfurnished,4
35944,"Sri Hartamas, Kuala Lumpur",630000.0,5.0,3.0,Condo,"Built-up : 3,983 sq. ft.",Fully Furnished,5
35946,"OUG, Kuala Lumpur",153300.0,2.0,2.0,Others,"Built-up : 1,121 sq. ft.",Partly Furnished,3
35947,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",77700.0,2.0,1.0,Residence,Built-up : 950 sq. ft.,Partly Furnished,3
35948,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",77700.0,2.0,1.0,Residence,Built-up : 950 sq. ft.,Unfurnished,3
35949,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",76650.0,2.0,2.0,Residence,Built-up : 950 sq. ft.,Fully Furnished,3
35950,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",77700.0,2.0,2.0,Residence,Built-up : 950 sq. ft.,Partly Furnished,3
35951,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",262500.0,3.0,3.0,Condo,"Built-up : 2,138 sq. ft.",Partly Furnished,4
35952,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",81480.0,2.0,1.0,Condo,"Built-up : 1,010 sq. ft.",Partly Furnished,3
35953,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",81480.0,2.0,1.0,Condo,"Built-up : 1,000 sq. ft.",Partly Furnished,3
35954,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",84000.0,2.0,1.0,Condo,"Built-up : 1,080 sq. ft.",Partly Furnished,3
35957,"Setapak, Kuala Lumpur",117600.0,3.0,1.0,Condo,"Built-up : 1,408 sq. ft.",Partly Furnished,4
35958,"Bangsar, Kuala Lumpur",130200.0,2.0,1.0,Condo,"Built-up : 1,300 sq. ft.",Partly Furnished,3
35962,"Mont Kiara, Kuala Lumpur",161700.0,2.0,1.0,Condo,"Built-up : 1,208 sq. ft.",Fully Furnished,3
35963,"Bukit Jalil, Kuala Lumpur",195300.0,3.0,2.0,Condo,"Built-up : 1,513 sq. ft.",Partly Furnished,5
35964,"Desa Pandan, Kuala Lumpur",220500.0,2.0,2.0,Residence,"Built-up : 1,410 sq. ft.",Partly Furnished,3
35965,"OUG, Kuala Lumpur",528966.48,5.0,2.0,Others,Land area : 4000 sq. ft.,Partly Furnished,7
35966,"KL Sentral, Kuala Lumpur",483000.0,1.0,1.0,Residence,Built-up : 766 sq. ft.,Fully Furnished,1
35967,"Bandar Menjalara, Kuala Lumpur",118650.0,2.0,1.0,Condo,Built-up : 960 sq. ft.,Partly Furnished,3
35968,"Batu Caves, Kuala Lumpur",399000.0,4.0,5.0,Terrace/Link,Land area : 50 x 80 sq. ft.,Partly Furnished,4
35969,"Cheras, Kuala Lumpur",252000.0,2.0,1.0,Duplex,Built-up : 883 sq. ft.,Fully Furnished,2
35970,"Cheras, Kuala Lumpur",76650.0,2.0,1.0,Others,"Built-up : 1,060 sq. ft.",Partly Furnished,3
35971,"Mont Kiara, Kuala Lumpur",168000.0,2.0,1.0,Residence,"Built-up : 1,248 sq. ft.",Fully Furnished,3
35972,"Kepong, Kuala Lumpur",167580.0,2.0,3.0,Terrace/Link,Land area : 22x106 sq. ft.,Partly Furnished,4
35973,"Ampang, Kuala Lumpur",67200.0,2.0,1.0,Others,Built-up : 710 sq. ft.,Partly Furnished,3
35974,"Ampang, Kuala Lumpur",67200.0,2.0,1.0,Others,Built-up : 710 sq. ft.,Partly Furnished,3
35975,"Mont Kiara, Kuala Lumpur",756000.0,5.0,3.0,Condo,"Built-up : 4,672 sq. ft.",Partly Furnished,5
35976,"Mont Kiara, Kuala Lumpur",142800.0,1.0,1.0,Residence,Built-up : 672 sq. ft.,Fully Furnished,1
35977,"Mont Kiara, Kuala Lumpur",354900.0,4.0,2.0,Condo,"Built-up : 2,038 sq. ft.",Partly Furnished,4
35978,"Mont Kiara, Kuala Lumpur",346500.0,3.0,3.0,Condo,"Built-up : 1,496 sq. ft.",Partly Furnished,3
35980,"Mont Kiara, Kuala Lumpur",378000.0,3.0,2.0,Condo,"Built-up : 1,830 sq. ft.",Partly Furnished,5
35981,"Mont Kiara, Kuala Lumpur",168000.0,2.0,2.0,Condo,"Built-up : 1,268 sq. ft.",Fully Furnished,3
35982,"Mont Kiara, Kuala Lumpur",430500.0,3.0,3.0,Condo,"Built-up : 2,535 sq. ft.",Fully Furnished,4
35983,"Mont Kiara, Kuala Lumpur",441000.0,4.0,3.0,Condo,"Built-up : 3,000 sq. ft.",Partly Furnished,5
35984,"Mont Kiara, Kuala Lumpur",315000.0,3.0,2.0,Condo,"Built-up : 1,496 sq. ft.",Partly Furnished,3
35985,"Mont Kiara, Kuala Lumpur",142800.0,2.0,1.0,Residence,Built-up : 913 sq. ft.,Fully Furnished,2
35988,"Mont Kiara, Kuala Lumpur",138600.0,1.0,1.0,Residence,Built-up : 633 sq. ft.,Fully Furnished,1
35990,"Ampang, Kuala Lumpur",189000.0,2.0,2.0,Residence,"Built-up : 1,572 sq. ft.",Partly Furnished,3
35993,"Mont Kiara, Kuala Lumpur",172200.0,2.0,1.0,Residence,Built-up : 868 sq. ft.,Fully Furnished,2
35995,"Ampang, Kuala Lumpur",837900.0,6.0,4.0,Bungalow,Land area : 11000 sq. ft.,Partly Furnished,6
35997,"Cheras, Kuala Lumpur",252000.0,2.0,1.0,Residence,Built-up : 883 sq. ft.,Fully Furnished,2
35998,"Setapak, Kuala Lumpur",73500.0,2.0,1.0,Residence,Land area : 856 sq. ft.,Unfurnished,2
36001,"Cheras, Kuala Lumpur",678300.0,9.0,4.0,Bungalow,Land area : 7833 sq. ft.,Unfurnished,7
36004,"Desa Petaling, Kuala Lumpur",87150.0,2.0,1.0,Condo,Built-up : 956 sq. ft.,Partly Furnished,3
36005,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",141750.0,2.0,3.0,Residence,Built-up : 909 sq. ft.,Partly Furnished,3
36006,"Cheras, Kuala Lumpur",95550.0,2.0,1.0,Condo,Built-up : 883 sq. ft.,Partly Furnished,3
36007,"Setapak, Kuala Lumpur",86100.0,2.0,2.0,Residence,Land area : 1009 sq. ft.,Partly Furnished,3
36008,"Cheras, Kuala Lumpur",140280.0,3.0,2.0,Terrace/Link,Land area : 20x65 sq. ft.,Unfurnished,4
36009,"Cheras, Kuala Lumpur",201600.0,3.0,3.0,Terrace/Link,Land area : 22x75 sq. ft.,Partly Furnished,8
36010,"Batu Caves, Kuala Lumpur",141750.0,2.0,2.0,Residence,"Built-up : 1,012 sq. ft.",Fully Furnished,3
36011,"Batu Caves, Kuala Lumpur",121800.0,2.0,2.0,Residence,Built-up : 861 sq. ft.,Partly Furnished,2
36012,"Mont Kiara, Kuala Lumpur",273000.0,3.0,2.0,Condo,"Built-up : 1,839 sq. ft.",Fully Furnished,4
36013,"Setapak, Kuala Lumpur",79800.0,2.0,2.0,Residence,Land area : 1009 sq. ft.,Partly Furnished,3
36014,"Bukit Jalil, Kuala Lumpur",81900.0,2.0,1.0,Condo,"Built-up : 1,091 sq. ft.",Partly Furnished,3
36017,"Mont Kiara, Kuala Lumpur",289800.0,4.0,2.0,Condo,"Built-up : 1,733 sq. ft.",Partly Furnished,4
36020,"KLCC, Kuala Lumpur",451500.0,3.0,2.0,Residence,"Built-up : 2,098 sq. ft.",Partly Furnished,5
36021,"Taman Desa, Kuala Lumpur",157500.0,2.0,1.0,Condo,"Built-up : 1,250 sq. ft.",Partly Furnished,3
36027,"Setapak, Kuala Lumpur",115500.0,2.0,2.0,Residence,Land area : 1260 sq. ft.,Partly Furnished,3
36029,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",83580.0,2.0,1.0,Residence,Built-up : 775 sq. ft.,Partly Furnished,1
36030,"Cheras, Kuala Lumpur",69300.0,2.0,1.0,Condo,Built-up : 960 sq. ft.,Partly Furnished,3
36031,"Cheras, Kuala Lumpur",48300.0,2.0,1.0,Duplex,Built-up : 800 sq. ft.,Partly Furnished,3
36034,"Mont Kiara, Kuala Lumpur",361200.0,5.0,2.0,Condo,"Built-up : 4,300 sq. ft.",Partly Furnished,5
36038,"Sri Hartamas, Kuala Lumpur",819000.0,5.0,3.0,Others,Land area : 3500 sq. ft.,Unfurnished,6
36039,"Bukit Bintang, Kuala Lumpur",1318800.0,5.0,2.0,Residence,"Built-up : 4,157 sq. ft.",Fully Furnished,5
36040,"Taman Desa, Kuala Lumpur",132300.0,2.0,2.0,Condo,"Built-up : 1,110 sq. ft.",Fully Furnished,3
36041,"Dutamas, Kuala Lumpur",231000.0,2.0,1.0,Residence,Built-up : 997 sq. ft.,Fully Furnished,2
36042,"Jalan Kuching, Kuala Lumpur",88200.0,1.0,1.0,Residence,Built-up : 529 sq. ft.,Partly Furnished,1
36043,"Setapak, Kuala Lumpur",63000.0,2.0,2.0,Condo,Built-up : 800 sq. ft.,Unfurnished,3
36048,"Dutamas, Kuala Lumpur",350700.0,5.0,2.0,Residence,"Built-up : 2,411 sq. ft.",Partly Furnished,5
36049,"Mont Kiara, Kuala Lumpur",441587.79,4.0,3.0,Condo,"Built-up : 2,723 sq. m.",Partly Furnished,5
